x,y,value
16.810647956263487,2.5795440294030243,-0.04214673770339572
8.121717407032323,-2.4108324970703663,-0.5438880874064745
9.981131788056475,-0.9506586254958567,0.21566665922459588
15.567871075212839,-1.9668727392107255,-0.2919444077789625
9.270237560123293,0.8338203945503118,0.4240985003970536
18.116314146504372,0.046868558173902564,0.5039311218892639
5.277675810193928,2.5580420415722394,-0.21443817568292767
12.176564431844298,-2.4949365863755943,-0.5356209925316134
18.149798247348922,4.827854760376532,2.840093899227937
16.109453337930088,4.021659504395828,0.8056343641794788
5.858025171046319,2.298317482601286,-0.12653000882750254
17.926184903343866,1.8398393191544127,0.14413358182474523
9.178925666780623,-3.992987919316342,-0.06480574774003778
8.400522626802566,1.1088697344380165,0.3431901071893897
18.216726591376915,4.666063677707587,2.300193668241986
9.278700419330699,3.6530992777164,0.3074700184142259
4.840092363035168,3.0502782701302227,-0.2294872984847907
10.74833572862958,-4.8595829983598104,1.9707417323692848
14.25394607128106,-1.0117645777573125,0.2044839771247406
16.409322031538778,1.6815320123185087,0.19784084341077468
-0.4765722040542203,-0.06422133534675378,2.9932583631404093
17.28585689760201,-2.5608912311286804,-0.5520870456498748
6.166689436321496,3.7047123210865465,0.2692036322936102
3.4168753757990062,0.6751074062067186,0.10767178657837091
4.391626536612014,4.675402502901434,2.072939466502329
15.965179120237337,-0.5203042856442961,0.3937782441597055
1.1491392803269758,-1.7994539532745426,-0.5611519760773054
9.912783171671766,4.3283382422690675,1.3787656787120957
1.7356858415876255,0.5126724609055122,0.00951070002720238
13.984508902271237,0.4744091132842376,0.5005410497080377
16.19657069747239,0.4028360697032394,0.5073180533274595
19.258690192462918,1.0318562796138302,0.40366511866559984
11.546149815596445,-0.5501097372448385,0.37714522743884116
11.723880662453679,-1.1509885402733957,0.13330101422982316
11.300845790380215,-2.09670497597242,-0.3665008212842337
3.3825222353643007,-3.132704717444449,-0.9957725613360755
12.061850187306437,1.5665938898962883,0.23158281855767776
9.268885336192305,-4.1017563880440635,0.09562050066772149
15.030880400311954,3.7677037082277476,0.45435054139114
18.429310826898753,3.424602231401824,0.14713329904529965
17.91254898783652,4.230824398201769,1.1876233654027595
10.582298461435116,-1.087039497653751,0.15812528776828322
13.958309697015329,-2.2436587868787283,-0.4296001445115248
16.13838852441151,3.4948596518636705,0.19602105749152643
17.84829883224684,0.898011835311598,0.43595816053010517
18.970179901258472,0.796950107456059,0.45730328587674723
8.736543685938681,1.6024537862238901,0.19194474766076441
19.923285706748242,4.169412179474561,1.0664540114624064
15.763164224669595,-4.176270118033526,0.24345950210118872
12.0620536533346,-0.13555798030833177,0.4762622952500073
12.418020478435192,3.450775756715153,0.15961842260718961
4.482230252268053,2.3148922079084775,-0.24294800769625768
1.9012530107746186,-2.795394631321715,-1.108358370012167
